content,platform,time
护眼模式在哪？？？新增的护眼模式是什么鬼？哪里有？,AppStore,2017-09-0120:03:06
护眼模式？流量包？护眼模式在哪里？流量包在哪里？,AppStore,2017-08-3113:04:21
7.12闪退5sipad都是7.12，全都闪退！,AppStore,2017-08-3111:58:45
一天推送的消息也太多了一天推送十多条谁能受的了,AppStore,2017-08-3107:15:45
护眼模式在哪？护眼模式在哪？,AppStore,2017-08-3017:54:24
今日头条Pro付费版本终于更新了！今日头条Pro付费版本终于更新了！,AppStore,2017-08-3012:27:25
半小时两更刚更了，又更,AppStore,2017-08-3010:56:59
广告收费版广告都这么多！！！！,AppStore,2017-08-2913:09:32
广告头条广告头条,AppStore,2017-08-0123:19:30
为什么又收我费用？我以前买过一次，为什么又收我费用？,AppStore,2017-07-2011:46:16
有广告有广告有广告有广告有广告有广告,AppStore,2017-07-0722:03:11
为什么向苹果妥协？一星！为什么向苹果妥协？一星！,AppStore,2017-07-0100:31:10
都是广告如题，花钱来看广告，还玩个锤子哟,AppStore,2017-06-1520:43:59
怎么视频没有分辨率选择，都是岛国画质怎么视频没有分辨率选择，都是岛国画质,AppStore,2017-06-1411:12:16
花钱买广告今日偷条,AppStore,2017-06-1319:15:35
收费版还有广告？我还是6块钱买的软件啊，真是哔了??,AppStore,2017-06-1318:02:05
升级之后有广告，烦如题,AppStore,2017-06-1308:52:59
不要更新pro版也加广告了。,AppStore,2017-06-1307:21:54
耗电太快_(：3」∠)_更新到新版本电量刷刷的掉,AppStore,2017-06-1120:28:17
闪退闪退啊！,AppStore,2017-05-2715:25:07
应该叫头条广告了！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！都是广告，都是广告！,AppStore,2017-05-2711:26:45
秒删评论，呵呵秒删评论，呵呵，秒删评论，呵呵，秒删评论，呵呵,AppStore,2017-05-2023:03:05
巨粍电比我打游戏还粍电！,AppStore,2017-05-1121:49:47
为了不看广告只能花一块钱了都醉了！,AppStore,2017-05-0805:49:47
新版本一直闪退啊！！新版本一直闪退，什么情况啊！！！,AppStore,2017-04-2617:34:37
闪退更新后闪退,AppStore,2017-04-2611:52:50
本次更新刷头条手机发烫你们负优化了？,AppStore,2017-04-2300:53:41
iphone7耗电高基本上10秒1%掉电iphone7耗电高基本上10秒1%掉电,AppStore,2017-04-0912:53:32
闪退ios10.3.1下经常出现闪退,AppStore,2017-04-0809:01:31
闪退闪退，闪退，闪退，,AppStore,2017-04-0717:10:26
goodgood,AppStore,2017-03-2920:27:51
今日有点看头,AppStore,2017-03-2903:06:03
大法官持股会,AppStore,2017-03-2903:03:56
q吴总，,AppStore,2017-03-2800:28:58
闪退呢？求解,AppStore,2017-03-2106:08:36
HalD,AppStore,2017-03-2012:49:36
好新闻好新闻,AppStore,2017-03-1900:23:48
无网络什么情况，网页微博都有网，就这个没有网络都打开了，怎么个情况,AppStore,2017-03-0716:43:37
头条没有头条的日子还是日子吗？,AppStore,2017-03-0312:01:49
每天都上头条新闻每天都上头条看新闻,AppStore,2017-03-0310:45:23
6666666666666666666666、6、,AppStore,2017-03-0309:45:29
好good,AppStore,2017-03-0309:18:46
看新闻只用头条看新闻只用头条,AppStore,2017-03-0309:05:09
好深度对比,AppStore,2017-03-0309:04:24
好一直都在用,AppStore,2017-03-0307:19:06
好如题,AppStore,2017-02-2820:55:12
赞赞,AppStore,2017-02-2819:10:15
在接在利速度在快点,AppStore,2017-02-2806:42:40
好真的,AppStore,2017-02-2718:33:06
Pro居然也有广告Pro居然也有广告,AppStore,2017-02-2513:36:00
好哥给你哦你红,AppStore,2017-02-2223:24:31
这个钱花得值终于没有广告了,AppStore,2017-02-2107:17:48
nicegood,AppStore,2017-02-1412:04:11
good^_^,AppStore,2017-02-0511:55:18
Gnice,AppStore,2017-02-0401:44:29
加号和导航栏重叠了如题，这个版本加号和导航栏重叠了！影响体验，请尽快修复！,AppStore,2017-02-0310:54:26
还是有广告还是有广告,AppStore,2017-01-2314:49:13
！八卦新闻太多,AppStore,2017-01-2301:59:06
好文章好,AppStore,2017-01-2209:51:05
NotbadGoodapp,AppStore,2017-01-2117:26:12
辣妈好,AppStore,2017-01-2104:28:49
G。0d好,AppStore,2017-01-1807:49:57
GoodNiceapp.Loveit,AppStore,2017-01-1807:48:40
更新闪退12月4日更新后就开始闪退，还叫人用不,AppStore,2017-01-1616:30:48
okok,AppStore,2017-01-1609:53:24
好蛤蟆功送你地下室婆儿,AppStore,2017-01-1504:45:47
好、快ok,AppStore,2017-01-1112:02:28
闪退今天一闪退，就疯狂闪退。,AppStore,2017-01-1010:38:00
打开app加载的时候黒印子啊打开app加载的时候黒印子啊，打开app加载的时候黒印子啊,AppStore,2017-01-0822:34:44
更新后闪退如题,AppStore,2017-01-0613:56:32
闪退闪退！赶紧修复啊,AppStore,2017-01-0612:35:43
闪退闪退闪退闪退闪退闪退闪退闪退闪退,AppStore,2017-01-0612:30:39
闪退闪退，闪退闪退,AppStore,2017-01-0612:25:57
更新完闪退点进去一会就闪退,AppStore,2017-01-0612:21:49
闪退打开内容闪退,AppStore,2017-01-0612:21:46
没有网蜂窝、Wi-Fi都没反应,AppStore,2017-01-0611:55:35
闪退更新以后闪退X,AppStore,2017-01-0611:07:34
新版本连接不上网络连接不上网络，什么鬼？,AppStore,2017-01-0611:04:32
閃退閃退，無法登陸,AppStore,2017-01-0610:54:56
闪退！不出内容，而且闪退！,AppStore,2017-01-0610:53:09
别更新闪退。。。。。,AppStore,2017-01-0610:48:40
闪退今天更新后出现了闪退！,AppStore,2017-01-0500:42:18
iPhone7P.闪退………同上,AppStore,2017-01-0420:07:04
闪退此次更新后闪退！,AppStore,2017-01-0416:25:49
新版本闪退新版本闪退啊亲,AppStore,2017-01-0416:02:21
有闪退现象！大概20秒钟自动闪退,AppStore,2017-01-0415:50:30
什闪退,AppStore,2017-01-0415:25:28
一直用头条，只要出新版本立马更新，但目前闪退，ios10.2一直用头条，只要出新版本立马更新，但目前闪退，ios10.2,AppStore,2017-01-0415:19:21
闪退闪退闪退！闪退闪退闪退闪退闪退闪退闪退闪退闪退！！！什么情况？？？？？,AppStore,2017-01-0415:17:48
快更新更新了闪退,AppStore,2017-01-0415:14:14
刚打开10秒钟就闪退6s闪退,AppStore,2017-01-0415:12:54
更新之后一直闪退一直闪退一直闪退,AppStore,2017-01-0415:07:56
新版本闪退......更新了闪退啊,AppStore,2017-01-0415:07:22
新版本闪退！今天更新完不停闪退！,AppStore,2017-01-0415:05:47
软件体验持续卡退,AppStore,2017-01-0415:04:31
什么鬼闪退啊。。。iPhone7plus,AppStore,2017-01-0415:02:51
一直闪退一直闪退玩你妈呢还付费呢,AppStore,2017-01-0415:00:00
更新后闪退啊今天更新后闪退的,AppStore,2017-01-0414:56:51
新版闪退ip7p,AppStore,2017-01-0414:54:34
闪退咋能上点心吗？,AppStore,2017-01-0414:52:15
闪退今天更新后闪退呢无限闪退,AppStore,2017-01-0414:50:53
闪退ios10.2各种闪退呀,AppStore,2017-01-0414:49:58
闪退打开新闻闪退,AppStore,2017-01-0414:48:48
??刚更新闪退,AppStore,2017-01-0414:48:37
更新完闪退更新完闪退,AppStore,2017-01-0414:47:45
新版本闪退什么情况新版本闪退什么情况,AppStore,2017-01-0414:47:40
闪退一更新就闪退。什么鬼,AppStore,2017-01-0414:46:00
闪退闪退闪退闪退闪退闪退,AppStore,2017-01-0414:39:28
5.9.3闪退如题,AppStore,2017-01-0414:38:14
闪退啊刚更新，点进去10秒钟，就退出来了！这更新个毛啊？,AppStore,2017-01-0414:37:49
闪退！新版本闪退！！！！！,AppStore,2017-01-0414:33:48
更新后闪退千万别更新自动闪退！！！10秒自动退出。,AppStore,2017-01-0414:30:37
1月4日新版本闪退1月4日新版本闪退1月4日新版本闪退，1月4日新版本闪退,AppStore,2017-01-0414:27:46
闪退哦这个版本闪退啊，打开头条10秒左右自动退出了。请赶紧处理。,AppStore,2017-01-0414:22:19
闪退更新后闪退什么鬼？,AppStore,2017-01-0414:22:04
闪退放视频闪退,AppStore,2017-01-0414:21:34
闪退闪退闪退,AppStore,2017-01-0414:19:30
闪退闪退怎么更新完会闪退？？？？？？？？？,AppStore,2017-01-0414:19:28
闪退是怎么回事呃呃呃,AppStore,2017-01-0414:13:22
闪退更新了一直闪退……,AppStore,2017-01-0414:08:10
更新后闪退更新后打开几秒钟后必然闪退,AppStore,2017-01-0414:07:28
闪退闪退闪退,AppStore,2017-01-0414:06:41
闪退闪退一直闪退闪退闪退一直闪退,AppStore,2017-01-0414:04:56
闪退更新完闪退,AppStore,2017-01-0414:04:00
ios10.2闪退更新了闪退，系统10.2,AppStore,2017-01-0414:00:42
一个视频重复发，牛逼,小米应用商店,2017-12-0117:54:04
今天更新发现，“我的”居然移动到了左上角那个单手点不到的地方，现在手机的屏幕越来越大了，今日头条居然把一个常用的功能移动到单手点不到的地方，我也是醉了。,vivo应用商店,2017-11-2422:35:17
重复显示以前的新闻之前有看过的新闻，老是展示出来！希望头条团队能关注一下我们的建议！,AppStore,2017-07-0305:45:53
不知道什么时候，开始不是已用户的需要至上了，一个小视频，一个所在地频道，都是去不掉了，不想用了,小米应用商店,2017-12-2918:37:43
你好意思收费微信登陆用不了，闪退，请问后台你在干什么,AppStore,2017-01-0612:25:42
自从有了头条自从有了头条，鼻炎加重了，前列腺炎加重了，痔疮也加重了....不错挺好的东西！可能是我还没有使用正确！也希望对国家分裂分子的言论及时清除,AppStore,2017-01-0616:02:50
上瘾了怎麼不更新了,AppStore,2017-08-1015:03:49
唯一的遗憾视频不能下载，其他功能都好，用了几年了。666,vivo应用商店,2017-11-0617:49:16
没理由，反正就是好,小米应用商店,2017-11-2417:21:29
差评，推荐不了！,应用宝,2017-12-3014:47:33
最新版本无法qq登入？最新版本qq无法登入？,AppStore,2017-09-0412:06:16
今日头条，不知是该用什么来称呼它，新闻平台？科普平台？问答平台？大论坛？之前用过各种app，腾讯的，网易的等等，后来见朋友用的今日头条挺不错的就下载了，没想到自从有了今日头条，我的其他新闻类应用根本用不到了，像游戏类的都很少玩了，一天的闲暇时光都用在了今日头条，这里面就像是一个未知的世界，徜徉其中不知倦，我想要的资讯应有尽有，总之一句话：今日头条好！,小米应用商店,2017-12-1421:07:11
要不是为了我爱豆，像这种在后台关了n次还是会自己运行的呵呵。,豌豆荚,2017-10-2216:46:05
看着大家都登不上我也就放心了,vivo应用商店,2017-12-1918:57:13
有个bug反馈下自从iOS11以来，双击home键杀后台，再打开都是没有启动画面，也就是没杀掉后台，需要先按home键回到桌面后再双击home键杀后台才能杀掉，很长时间了这个bug一直存在，希望修复下,AppStore,2018-01-0522:41:56
有个bug反馈下自从iOS11以来，双击home键杀后台，再打开都是没有启动画面，也就是没杀掉后台，需要先按home键回到桌面后再双击home键杀后台才能杀掉，很长时间了这个bug一直存在，希望修复下,AppStore,2018-01-0522:41:56
刷新出不来了，看都是这种情况，我就放心了。,小米应用商店,2017-12-2918:28:52
不能联网，没有内容，坑！花钱的还不如免费的，我同时打开两个，免费的可以正常使用，付费的就显示没有网络，坑到家了！,AppStore,2017-01-2015:55:55
软件很好用，但别隔两天就更新一次好吧，麻烦得很,应用宝,2017-10-1517:16:30
什么软件，广告又多，内容又没用，辣鸡,小米应用商店,2017-12-1419:44:50
头条的精髓在于各种小编的疾病谎言和那些小学毕业的“科学家”,360手机助手,2017-11-0721:00:25
三星S7edge，最新版流畅度很差，已换回老版,豌豆荚,2017-10-2013:28:47
就给个最差的吧哈哈哈哈，真的挺好的，不过小喷子多了一点,小米应用商店,2018-01-0219:08:54
搞什么飞机！推荐哪新闻全刷新不出！,AppStore,2017-12-2918:35:15
搞什么飞机！推荐哪新闻全刷新不出！,AppStore,2017-12-2918:35:15
没有广告啦之前更新以后有广告差评现在没有了好评！,AppStore,2017-06-1712:07:43
内容太水，广告、推荐太多，内容审查门槛太低，新闻没有高度……1元都不值，把广告变成推荐，这就叫没广告了？？？新闻的高度在哪里？含金量在哪里？头条的特色去哪了？满是水文、标题党、垃圾广告，一点内涵都没有，还好意思让我给个好评……,AppStore,2017-11-2001:20:20
内容太水，广告、推荐太多，内容审查门槛太低，新闻没有高度……1元都不值，把广告变成推荐，这就叫没广告了？？？新闻的高度在哪里？含金量在哪里？头条的特色去哪了？满是水文、标题党、垃圾广告，一点内涵都没有，还好意思让我给个好评……,AppStore,2017-11-2001:20:20
严重bug黑色背景图片文章，从左向右滑动后界面直接全黑无法退出文章只能关闭头条应用重新进入恢复正常,AppStore,2017-10-3001:36:04
严重bug黑色背景图片文章，从左向右滑动后界面直接全黑无法退出文章只能关闭头条应用重新进入恢复正常,AppStore,2017-10-3001:36:04
头条没有有价值的新闻，只是政府的洗脑工具，看看就知道了，评论区都是喷子和无逻辑的愤青，这种软件竟然会火？国民素质还有待提高啊,应用宝,2017-11-1510:20:57
越来越垃圾！推荐居然刷不出内容,小米应用商店,2017-12-2918:16:00
支持今日头条没毛病啊,vivo应用商店,2017-11-0801:27:43
窃听今日头条窃听用户说话，推送相关内容没人管吗？我们拿着手机还有秘密吗？,AppStore,2017-12-0609:29:40
窃听今日头条窃听用户说话，推送相关内容没人管吗？我们拿着手机还有秘密吗？,AppStore,2017-12-0609:29:40
虽然很好用。但有时候新闻很恐怖。,360手机助手,2017-10-2505:03:35
希望优化对iPad的适配希望优化对iPad的适配优化，实在太烂了,AppStore,2017-12-0216:33:45
希望优化对iPad的适配希望优化对iPad的适配优化，实在太烂了,AppStore,2017-12-0216:33:45
没广告了，就是时事新闻太少全是娱乐性的,AppStore,2017-07-1807:50:02
差评！尽推送些没营养的内容,AppStore,2017-07-0320:46:14
其他还好，就是视频不能下载,vivo应用商店,2017-11-0721:30:57
ios11上的黑屏bug返回时会黑屏，清后台重启才能正常使用，更新ios11后一直是这样，中间还有一次版本更新，是只有我一个人遇到这个问题吗。,AppStore,2017-10-2608:42:50
ios11上的黑屏bug返回时会黑屏，清后台重启才能正常使用，更新ios11后一直是这样，中间还有一次版本更新，是只有我一个人遇到这个问题吗。,AppStore,2017-10-2608:42:50
挺好，但是有很多三观不正的人和许多反社会的评论,vivo应用商店,2017-11-1215:10:26
这么大个前卫公司竟然没有适配iPhoneX这么大个前卫公司竟然没有适配iPhoneX,AppStore,2017-11-0410:02:05
这么大个前卫公司竟然没有适配iPhoneX这么大个前卫公司竟然没有适配iPhoneX,AppStore,2017-11-0410:02:05
还可以就是有时候未经审查，有些人乱发,AppStore,2017-02-2820:52:35
头条越来越垃圾了推荐频道都是些什么鬼，全是一些大V和明星在讲些无关紧要又无聊的东西，一刷新就在顶部给你推荐一个，和微博有什么区别，而且明明有几百个赞，通知却只显示几个,AppStore,2017-05-0410:08:28
千万别下，看了会上瘾（捂脸）。,小米应用商店,2017-11-1821:19:30
我希望火山小视频里面可以新增同城,vivo应用商店,2017-10-1614:38:19
之前还挺好的为什么更新后有频道暂停更新越来越差劲。,vivo应用商店,2017-12-3017:28:58
本来很好用更新后，Wi-Fi下图像不显示啊,AppStore,2017-04-2916:51:21
刚更新完成，闪退刚更新完成，打开新闻闪退，根本没发用。,AppStore,2017-01-0414:25:08
祝今日头条越来越牛逼！要是没了今日头条，就会感觉与世界脱轨！,AppStore,2017-03-0313:00:36
能给我解释一下为什么每次一刷新，就看不到以前的推荐新闻了？？？？？？？？？,360手机助手,2017-11-2118:57:10
我靠，千万别更新更新后闪退，希望尽快解决,AppStore,2017-01-0415:10:00
新版本需要一些奇怪权限感觉很恶心，比如修改系统安全设置权限，查阅其他软件的敏感日志信息的权限,豌豆荚,2017-10-2011:15:27
回归本位今日头条还能饭否？最起码的底线还是要有的！,AppStore,2018-01-0315:16:11
回归本位今日头条还能饭否？最起码的底线还是要有的！,AppStore,2018-01-0315:16:11
以前比网易好用，但是内容烂。现在内容也不行了,豌豆荚,2017-10-2222:24:54
烂希望做的简洁一点，不要没用的功能，点赞那个太恶心了。简单就好,AppStore,2018-01-0308:59:30
烂希望做的简洁一点，不要没用的功能，点赞那个太恶心了。简单就好,AppStore,2018-01-0308:59:30
内存问题就要一个简单的看新闻的。搞几个视频有必要吗两个视频和在一起不是更好吗,AppStore,2017-11-3009:13:53
内存问题就要一个简单的看新闻的。搞几个视频有必要吗两个视频和在一起不是更好吗,AppStore,2017-11-3009:13:53
闪退问题怎么最新版播放视频的时候会闪退,AppStore,2017-01-0415:12:54
收了钱还放广告，原来的服务宗旨呢？头条原来感觉还不错，花钱就是为了买品质和个服务，没想到现在变成这样，真不知道老板怎么想的，本以为头条值得信赖，现在看来，完了。,AppStore,2017-03-2221:56:41
好好的不得了!,AppStore,2017-01-2117:31:32
就是不喜欢目前为止最不喜欢的一个app，太占我的时间了，好在可以在这里得到我想要的东西,AppStore,2017-03-0308:54:32
蛮好的就是广告太多了,vivo应用商店,2017-12-1012:06:03
有时图片无法正常显示，广告还多,vivo应用商店,2017-12-1116:11:03
还凑合吧,小米应用商店,2017-10-3018:15:49
这一个月在公众號“百财汇”里玩，没想到一个月不到竟然挣了一万多。一百快一分钟就能赚好几十，大家可以去看看。！好多朋友都在用，宝宝们快来加入吧。,应用宝,2017-11-1117:57:44
今日头条是所以新闻中王者地位，这个没有比可性，今日头条用红色作为外表颜色，红色代表中国，今日头条代表中国，我百分百强烈大家不要用腾讯新闻或者是天天快报，今日头条才是王者的，请相信我的话。,应用宝,2017-12-2011:37:21
垃圾很好，有多种功能，而且界面好看不单调,豌豆荚,2017-10-2012:52:03
软件不错就是太耗电能不能改善下耗电情况。耗电太严重了,AppStore,2017-01-1208:27:15
希望改进一下可以设置播放清晰度，老是要自己动手调超清，放了一个视频，下一个又要调太麻烦了,vivo应用商店,2017-10-1513:41:15
发热量大新版我最近更新了一下，每次打开阅读新闻不大一会手机明显发热，新的布局还怪新颖，什么时候解决发热问题？我是爱疯6,AppStore,2017-01-1716:48:32
挺好的，就是喷子太多,小米应用商店,2018-01-0219:06:27
希望越做越好火山小视频其实没什么用,应用宝,2017-12-0512:51:27
说有喷子的你逝酿了吧？很好用,小米应用商店,2017-12-0810:07:28
一直用但是今天更新无法完成商店里显示更新完成，实际上一直在等待中，也不能删除，什么情况，请解决,AppStore,2017-01-1816:09:38
在更新下呗……iphoneX怎么快就支持。怎么就不支持ipad的多任务呢？,AppStore,2017-11-0912:37:23
在更新下呗……iphoneX怎么快就支持。怎么就不支持ipad的多任务呢？,AppStore,2017-11-0912:37:23
看视频会发热。看视频会发热。,AppStore,2017-06-1608:19:20
账号无法登录支持头条买了专业版。居然登陆就卡死！ipadpro10.5,AppStore,2017-09-2420:28:22
有bug，请尽快修复Pro版本很好用，但是对某些头条号发送私信关键字时始终不能得到自动回复，确定头条号是开通了自动回复的。今日头条不加Pro的版本无此问题。希望官方尽快修正这一问题，实在影响使用体验，总不能花了钱买的APP还比免费的差吧。,AppStore,2017-12-3108:08:50
有bug，请尽快修复Pro版本很好用，但是对某些头条号发送私信关键字时始终不能得到自动回复，确定头条号是开通了自动回复的。今日头条不加Pro的版本无此问题。希望官方尽快修正这一问题，实在影响使用体验，总不能花了钱买的APP还比免费的差吧。,AppStore,2017-12-3108:08:50
请问头条上的美文呢？挺好的一部分为何找不到了？？？,vivo应用商店,2018-01-0721:52:54
还不错，如果别题不对尾应该更好,豌豆荚,2017-10-2113:59:36
我的vivo最贵的一款手机，不服来辩,vivo应用商店,2017-11-1003:44:24
我觉得还好吧确实看视频很容易加载失败，但是内容质量方面还是不错的，头条用了3年了吧，很不错，看着他的变化，原先用普通头条的，看了一下有pro就花钱买了个pro，一块钱我买不了吃亏买不了上当,AppStore,2017-05-0313:36:32
图标太难看！！！！！！图标设计的太无美感，望改进。,AppStore,2017-01-1913:09:29
非常好的软件，玩球下手不稳的兄弟加企鹅样7969O31里面大神带队,应用宝,2017-10-1300:02:09
没有之前的版本畅通，老是打不开，刚开始以为手机的问题呢，希望赶快修复,小米应用商店,2017-11-2402:56:58
越来越水，越来越没有营养不要再沾沾自喜了，看看里面的内容吧，有时候刷新好几页都不会点进去一个，内容不是重复就是毫无营养,AppStore,2017-12-3110:25:02
越来越水，越来越没有营养不要再沾沾自喜了，看看里面的内容吧，有时候刷新好几页都不会点进去一个，内容不是重复就是毫无营养,AppStore,2017-12-3110:25:02
一开始用这个，中途换过其他的，还是觉得这个好用,豌豆荚,2017-10-2115:42:05
真正的良心新闻软件！不得不赞一个哦(′-ω-`)但是软件体积会越用越大，这点很不好！,豌豆荚,2017-10-2116:21:23
很好的资讯应用就像一种毒，让人每天都打开浏览新闻趣事，有瘾,AppStore,2017-03-0109:13:55
说不能保存视频的那个你玩的假头条吧一直都可以保存,vivo应用商店,2017-11-3020:01:09
更新后闪退！！你们不测试就发布更新的么？,AppStore,2017-01-0415:18:01
希望提高自媒体的门槛现在好多自媒体放上来的文章和视频越来越没有营养，一个小小的视频搜索出来好几十个作者发出来的，头条团队得好好监管啊,AppStore,2017-08-2910:23:06
好的不行,小米应用商店,2017-10-3018:01:44
好！能写啥？不会玩头条好意思说你在中国会看新闻啊？,AppStore,2017-02-0211:45:24
5.2及以下版本支持去逛膏插件，升级你们就悲催了！,豌豆荚,2017-10-2209:29:34
内容质量差，头条审核人员不作为！刚开始用还不错，现在10条新闻有5条报告植入广告或者软文，不能客观公正的做好新闻！整天推荐一些垃圾野鸡网站的花边新闻！,AppStore,2017-05-1809:28:18
怎么头像和名字都上传不了，显示服务器维护升级，有人有这情况吗？,小米应用商店,2017-10-1911:29:04
还好吧，不过浏览器上看的到新闻，还用得着这个吗？,360手机助手,2017-12-2913:38:49
视频没了，果断卸,豌豆荚,2017-10-2119:43:32
今日头条今日什么狗逼刷新推荐没有内容！这年头二B多！！！,小米应用商店,2017-12-2918:52:02
希望越做越好吧，就是希望不要老是弹出来同一类广告，有广告可以接受，但是不要老是什么xx大作，你卸载算我输之类的，不尴尬么？输了然后呢？能写出这种广告词的人也是脑子里没什么东西的那种。当然这是投放广告的公司写的，希望推这类广告的时候不要连着连着来，看的是真烦,小米应用商店,2017-11-1719:11:37
新闻质量越来越差了自从开放了所谓的自媒体后，新闻质量越来越差了。推荐里大量的视频剪辑和图片，偶尔看一眼还新鲜，但占比越来越高，新闻反而没几个了。,AppStore,2017-04-2320:37:57
头条已经成为生活的一部分了，……,AppStore,2017-01-0615:46:46
闪退严重升级最新更新之后闪退严重,AppStore,2017-01-0612:28:48
很好用，有不懂的咨询我??????????????????????,vivo应用商店,2017-10-1723:02:50
我还以为我手机出问题了呢，原来不是我一个人！头条整体还是很不错的。关键是我要收藏视频和文章啊！我之前收藏的什么时候才能恢复呢！,vivo应用商店,2017-12-1919:31:53
垃圾今天心情不错，我又约了一个妹纸，自从去了泡妞达人那以后，我就泡了好多妹纸，泡妞达人那直播泡妞，现在我把他威信告诉大家pmrs666，请叫我红领巾,应用宝,2017-11-0714:28:57
头条开设了公益活动，但是内容比较重复，鱼龙混杂，这方面头条的监督需要加强一下,vivo应用商店,2017-10-1215:49:42
闪退之前用的好好的，更新之后就闪退，根本用不了！,AppStore,2017-01-0414:19:45
用了两年就是视频里面的歌，希望可以，不用打上歌曲就可以查找到歌，那就很好还有可以保存视频,vivo应用商店,2017-10-2015:40:06
有点可以,vivo应用商店,2017-11-1018:18:35
可以????,vivo应用商店,2017-12-1614:19:25
可以！,豌豆荚,2017-10-1819:56:13
可以,豌豆荚,2017-10-2303:15:38
可以,豌豆荚,2017-10-2307:01:05
建议评论可以加图片和视频,vivo应用商店,2017-10-1414:48:27
太多标题党新闻什么时候可以治理一下标题党,AppStore,2017-04-0717:28:17
Pro版和探索版，普通版有什么区别？搜索可以发现三个今日头条app，哪个可以编辑头条号？,AppStore,2017-02-0510:26:17
望添加可定制频道功能，谢谢与免费版之前是否只是一个有广告一个没有。再者为何没有自定义频道的功能，例如我关注某个点，某个词。可以专门为这自定义的进行筛选文章。,AppStore,2017-01-1300:07:33
每天都在看。你关心的才是头条～大数据牛逼的怀疑是在监视我。,小米应用商店,2018-01-0220:15:04
为什么今天我第三方没法登录了，之前关注的都没了，改版了吗，不如之前的好用,vivo应用商店,2017-12-1918:53:17
新版本罢工？更新到这一版本以后，今天'头条'刷不了啦！服务器罢工了吗？快快修复或者再更新一个好的版本啊！！！,AppStore,2017-01-0611:29:35
头条好用，保存视频简单，收藏就行了,vivo应用商店,2017-11-1913:58:27
非常好，新闻推送及时，离不开了。希望能加大垃圾新闻的审核好。,AppStore,2017-03-0309:20:39
和普通版没有区别一模一样，同样的内容，同样的广告，同样的功能！,AppStore,2017-01-1714:34:05
更新後進不了關注的人的個人主頁，怎麼更新的。,360手机助手,2017-12-1822:37:19
不错，不错，是个很好用的软件，不像其他无良软件要充钱才能看视频。简直是个上古神器！,小米应用商店,2017-11-1719:07:25
我用谷歌版的纯净，不知这个有木有广告呢？,豌豆荚,2017-10-2306:32:08
是好软件，但是也有坑！app预览介绍里不是支持iPad分屏吗？更新到最新的iOS11为什么不能分屏？？？还取消了新浪微博登陆口，手机端登录不了就卸载了，希望给我们一个满意的答复！,AppStore,2017-11-0508:26:49
是好软件，但是也有坑！app预览介绍里不是支持iPad分屏吗？更新到最新的iOS11为什么不能分屏？？？还取消了新浪微博登陆口，手机端登录不了就卸载了，希望给我们一个满意的答复！,AppStore,2017-11-0508:26:49
就只能哈哈,豌豆荚,2017-10-2012:18:57
哈哈,vivo应用商店,2017-11-0819:55:09
回归本位吗专业版也有收费项目？但愿能回到正轨上来！切莫辜负大家的期望为谢！,AppStore,2018-01-0110:53:45
回归本位吗专业版也有收费项目？但愿能回到正轨上来！切莫辜负大家的期望为谢！,AppStore,2018-01-0110:53:45
头条里面的人什么都喷，就是把头条这个软件捧得很高，在头条里感觉头条跟腾讯差不多实力了,小米应用商店,2017-12-3016:24:09
好好的一个新闻软件，被约谈了，以后注意一点吧，要不以后我没新闻看了,小米应用商店,2017-12-3021:05:53
三星A9更新最新版本后手机无法充电！卸载后恢复正常,豌豆荚,2017-10-2112:31:13
好几年一直用头条挺好，突然这几天变了，首先一点开要黑屏几秒钟，给人感觉很不舒服，再一个不在推荐频道了。真不知是啥意思？是不是觉得现在用的人多了，有点骄傲了。还这样子，换一点资汛也挺好的。,vivo应用商店,2018-01-0219:05:51
推送的文章质量参差不齐，广告也很多。,豌豆荚,2017-10-2217:05:33
满分更新满分更新满分更新满分更新满分更新满分更新,AppStore,2017-09-0122:42:25
我就想看看我是啥型号的手机,vivo应用商店,2017-11-0617:15:47
(?°3°?)想看什么，看什么,小米应用商店,2017-11-1719:35:11
超级好，建议你下载，下载了绝不会后悔，我天天看，哪里的视频超级多，这个必须好评,vivo应用商店,2017-12-2413:44:17
更新后GIF图片无法定格！如题，原版本GIF图片在手指触摸屏幕的时候可以定格，方便观看速度很快的GIF图片，更新后无法定格！望改回来！,AppStore,2017-01-0508:39:41
内存大得一痞，而且不稳定，,豌豆荚,2017-10-2122:11:28
怎么又加广告了？能不能别向钱看，以为花一块钱买了就不会广告了。增加用户体验最重要！用户多了你要的钱自然就多了！,AppStore,2017-03-0909:19:53
一目了然很好很好，继续加油'这样能给更多人了解新闻.不错啊，就是在微信朋友圈不能转载后不能分享，不知道是您的问题还是微信的问题，,AppStore,2017-03-0112:37:55
下了专业版，还推荐普通版，这下好了，，，专业版成了网页版了，还能再垃圾点？,AppStore,2017-05-0607:02:30
